=== Comprehensive Simulation Summary ===
Simulation Duration: 46948 sec
Total VM Rental Cost (Billing): $3624.5
Total VM Rental Cost (Executaion): $1551.68
Total Energy Consumption: 558604.95 Watt-seconds
Deadline Violation Count: 1 out of 1

Workflow Details:
  Workflow: wf-0 (DEADLINE VIOLATED)
    Arrival Time: 0 sec
    Deadline: 50808.02 sec
    Makespan: 52288.59 sec
    Tasks:
      Task ID00000: Sub-Deadline=30.9 sec, Start=5.0 sec, End=32.3 sec, Execution=27.3 sec, VM=vm-1, Execution-Cost=$0.0341, Energy=12 Ws
      Task ID00316: Sub-Deadline=70.7 sec, Start=68.6 sec, End=71.9 sec, Execution=3.2 sec, VM=vm-53, Execution-Cost=$0.0041, Energy=1 Ws
      Task ID00317: Sub-Deadline=77.1 sec, Start=64.6 sec, End=70.4 sec, Execution=5.8 sec, VM=vm-25, Execution-Cost=$0.0073, Energy=3 Ws
      Task ID00318: Sub-Deadline=72.4 sec, Start=64.9 sec, End=68.6 sec, Execution=3.7 sec, VM=vm-53, Execution-Cost=$0.0046, Energy=2 Ws
      Task ID00319: Sub-Deadline=95.9 sec, Start=93.0 sec, End=95.4 sec, Execution=2.4 sec, VM=vm-64, Execution-Cost=$0.0030, Energy=1 Ws
      Task ID00320: Sub-Deadline=87.5 sec, Start=84.0 sec, End=87.2 sec, Execution=3.2 sec, VM=vm-60, Execution-Cost=$0.0040, Energy=1 Ws
      Task ID00321: Sub-Deadline=97.4 sec, Start=89.5 sec, End=95.2 sec, Execution=5.6 sec, VM=vm-63, Execution-Cost=$0.0070, Energy=3 Ws
      Task ID00322: Sub-Deadline=96.7 sec, Start=92.9 sec, End=95.5 sec, Execution=2.6 sec, VM=vm-60, Execution-Cost=$0.0033, Energy=1 Ws
      Task ID00323: Sub-Deadline=93.3 sec, Start=90.8 sec, End=93.5 sec, Execution=2.7 sec, VM=vm-61, Execution-Cost=$0.0034, Energy=1 Ws
      Task ID00324: Sub-Deadline=109.6 sec, Start=96.2 sec, End=101.3 sec, Execution=5.1 sec, VM=vm-15, Execution-Cost=$0.0064, Energy=2 Ws
      Task ID00325: Sub-Deadline=62.9 sec, Start=58.6 sec, End=62.0 sec, Execution=3.4 sec, VM=vm-54, Execution-Cost=$0.0042, Energy=2 Ws
      Task ID00326: Sub-Deadline=66.7 sec, Start=60.3 sec, End=64.1 sec, Execution=3.8 sec, VM=vm-23, Execution-Cost=$0.0047, Energy=2 Ws
      Task ID00327: Sub-Deadline=66.3 sec, Start=63.1 sec, End=64.8 sec, Execution=1.7 sec, VM=vm-40, Execution-Cost=$0.0021, Energy=1 Ws
      Task ID00328: Sub-Deadline=65.2 sec, Start=62.0 sec, End=65.7 sec, Execution=3.7 sec, VM=vm-54, Execution-Cost=$0.0046, Energy=2 Ws
      Task ID00329: Sub-Deadline=65.1 sec, Start=60.6 sec, End=62.6 sec, Execution=2.0 sec, VM=vm-41, Execution-Cost=$0.0024, Energy=1 Ws
      Task ID00330: Sub-Deadline=67.3 sec, Start=60.9 sec, End=65.4 sec, Execution=4.5 sec, VM=vm-34, Execution-Cost=$0.0057, Energy=2 Ws
      Task ID00331: Sub-Deadline=59.7 sec, Start=57.3 sec, End=59.1 sec, Execution=1.8 sec, VM=vm-45, Execution-Cost=$0.0022, Energy=1 Ws
      Task ID00332: Sub-Deadline=57.1 sec, Start=54.9 sec, End=56.6 sec, Execution=1.7 sec, VM=vm-45, Execution-Cost=$0.0021, Energy=1 Ws
      Task ID00333: Sub-Deadline=60.0 sec, Start=58.1 sec, End=60.0 sec, Execution=1.9 sec, VM=vm-33, Execution-Cost=$0.0024, Energy=1 Ws
      Task ID00334: Sub-Deadline=57.0 sec, Start=54.4 sec, End=56.7 sec, Execution=2.3 sec, VM=vm-46, Execution-Cost=$0.0029, Energy=1 Ws
      Task ID00335: Sub-Deadline=57.5 sec, Start=54.2 sec, End=56.9 sec, Execution=2.7 sec, VM=vm-47, Execution-Cost=$0.0034, Energy=1 Ws
      Task ID00336: Sub-Deadline=57.8 sec, Start=53.6 sec, End=55.9 sec, Execution=2.3 sec, VM=vm-43, Execution-Cost=$0.0029, Energy=1 Ws
      Task ID00337: Sub-Deadline=132.2 sec, Start=125.2 sec, End=127.4 sec, Execution=2.2 sec, VM=vm-79, Execution-Cost=$0.0028, Energy=1 Ws
      Task ID00338: Sub-Deadline=144.0 sec, Start=124.9 sec, End=133.3 sec, Execution=8.4 sec, VM=vm-80, Execution-Cost=$0.0105, Energy=4 Ws
      Task ID00339: Sub-Deadline=139.8 sec, Start=133.3 sec, End=138.8 sec, Execution=5.4 sec, VM=vm-80, Execution-Cost=$0.0068, Energy=2 Ws
      Task ID00340: Sub-Deadline=135.5 sec, Start=122.3 sec, End=127.9 sec, Execution=5.6 sec, VM=vm-72, Execution-Cost=$0.0028, Energy=1 Ws
      Task ID00341: Sub-Deadline=131.9 sec, Start=122.6 sec, End=125.4 sec, Execution=2.8 sec, VM=vm-76, Execution-Cost=$0.0036, Energy=1 Ws
      Task ID00342: Sub-Deadline=139.3 sec, Start=127.1 sec, End=132.5 sec, Execution=5.4 sec, VM=vm-78, Execution-Cost=$0.0068, Energy=2 Ws
      Task ID00343: Sub-Deadline=53.9 sec, Start=51.8 sec, End=54.0 sec, Execution=2.2 sec, VM=vm-38, Execution-Cost=$0.0027, Energy=1 Ws
      Task ID00344: Sub-Deadline=52.7 sec, Start=52.9 sec, End=54.4 sec, Execution=1.5 sec, VM=vm-46, Execution-Cost=$0.0019, Energy=1 Ws
      Task ID00345: Sub-Deadline=59.9 sec, Start=57.2 sec, End=58.7 sec, Execution=1.5 sec, VM=vm-19, Execution-Cost=$0.0016, Energy=1 Ws
      Task ID00346: Sub-Deadline=54.6 sec, Start=52.2 sec, End=55.7 sec, Execution=3.5 sec, VM=vm-39, Execution-Cost=$0.0044, Energy=2 Ws
      Task ID00347: Sub-Deadline=49.7 sec, Start=47.4 sec, End=49.2 sec, Execution=1.9 sec, VM=vm-1, Execution-Cost=$0.0023, Energy=1 Ws
      Task ID00348: Sub-Deadline=58.4 sec, Start=55.1 sec, End=56.7 sec, Execution=1.6 sec, VM=vm-29, Execution-Cost=$0.0020, Energy=1 Ws
      Task ID00349: Sub-Deadline=68.7 sec, Start=62.7 sec, End=64.6 sec, Execution=1.9 sec, VM=vm-25, Execution-Cost=$0.0024, Energy=1 Ws
      Task ID00350: Sub-Deadline=72.2 sec, Start=70.3 sec, End=73.0 sec, Execution=2.8 sec, VM=vm-55, Execution-Cost=$0.0035, Energy=1 Ws
      Task ID00351: Sub-Deadline=72.6 sec, Start=68.2 sec, End=72.3 sec, Execution=4.2 sec, VM=vm-39, Execution-Cost=$0.0052, Energy=2 Ws
      Task ID00352: Sub-Deadline=71.9 sec, Start=68.0 sec, End=71.1 sec, Execution=3.1 sec, VM=vm-27, Execution-Cost=$0.0039, Energy=1 Ws
      Task ID00353: Sub-Deadline=65.7 sec, Start=60.5 sec, End=62.5 sec, Execution=2.0 sec, VM=vm-41, Execution-Cost=$0.0025, Energy=1 Ws
      Task ID00354: Sub-Deadline=63.4 sec, Start=61.1 sec, End=63.5 sec, Execution=2.4 sec, VM=vm-49, Execution-Cost=$0.0030, Energy=1 Ws
      Task ID00355: Sub-Deadline=78.8 sec, Start=74.4 sec, End=77.1 sec, Execution=2.7 sec, VM=vm-57, Execution-Cost=$0.0033, Energy=1 Ws
      Task ID00356: Sub-Deadline=72.4 sec, Start=66.9 sec, End=69.0 sec, Execution=2.1 sec, VM=vm-15, Execution-Cost=$0.0026, Energy=1 Ws
      Task ID00357: Sub-Deadline=88.0 sec, Start=84.2 sec, End=86.9 sec, Execution=2.7 sec, VM=vm-63, Execution-Cost=$0.0034, Energy=1 Ws
      Task ID00358: Sub-Deadline=65.9 sec, Start=63.7 sec, End=65.5 sec, Execution=1.9 sec, VM=vm-19, Execution-Cost=$0.0021, Energy=1 Ws
      Task ID00359: Sub-Deadline=76.3 sec, Start=71.6 sec, End=74.9 sec, Execution=3.4 sec, VM=vm-22, Execution-Cost=$0.0042, Energy=2 Ws
      Task ID00360: Sub-Deadline=80.0 sec, Start=75.5 sec, End=81.1 sec, Execution=5.6 sec, VM=vm-58, Execution-Cost=$0.0070, Energy=3 Ws
      Task ID00361: Sub-Deadline=22316.3 sec, Start=63.5 sec, End=7605.0 sec, Execution=7541.5 sec, VM=vm-49, Execution-Cost=$9.4269, Energy=3394 Ws
      Task ID00362: Sub-Deadline=18447.5 sec, Start=73.0 sec, End=7926.7 sec, Execution=7853.6 sec, VM=vm-7, Execution-Cost=$9.8170, Energy=3534 Ws
      Task ID00363: Sub-Deadline=23569.6 sec, Start=55.3 sec, End=10369.8 sec, Execution=10314.5 sec, VM=vm-16, Execution-Cost=$12.8932, Energy=4642 Ws
      Task ID00364: Sub-Deadline=26527.5 sec, Start=61.2 sec, End=12363.0 sec, Execution=12301.8 sec, VM=vm-26, Execution-Cost=$15.3772, Energy=5536 Ws
      Task ID00365: Sub-Deadline=16888.9 sec, Start=63.9 sec, End=8633.9 sec, Execution=8570.0 sec, VM=vm-48, Execution-Cost=$10.7125, Energy=3856 Ws
      Task ID00366: Sub-Deadline=29771.9 sec, Start=11192.8 sec, End=22894.3 sec, Execution=11701.5 sec, VM=vm-3, Execution-Cost=$14.6268, Energy=5266 Ws
      Task ID00367: Sub-Deadline=26253.6 sec, Start=20130.3 sec, End=32939.5 sec, Execution=12809.1 sec, VM=vm-10, Execution-Cost=$16.0114, Energy=5764 Ws
      Task ID00368: Sub-Deadline=16953.6 sec, Start=133.6 sec, End=7684.2 sec, Execution=7550.6 sec, VM=vm-77, Execution-Cost=$9.4383, Energy=3398 Ws
      Task ID00369: Sub-Deadline=24515.9 sec, Start=139.1 sec, End=17328.1 sec, Execution=17189.0 sec, VM=vm-73, Execution-Cost=$8.5945, Energy=3094 Ws
      Task ID00370: Sub-Deadline=18866.1 sec, Start=126.5 sec, End=6507.9 sec, Execution=6381.4 sec, VM=vm-15, Execution-Cost=$7.9767, Energy=2872 Ws
      Task ID00371: Sub-Deadline=33447.4 sec, Start=131.3 sec, End=20233.1 sec, Execution=20101.8 sec, VM=vm-72, Execution-Cost=$10.0509, Energy=3618 Ws
      Task ID00372: Sub-Deadline=19873.1 sec, Start=139.1 sec, End=8888.6 sec, Execution=8749.5 sec, VM=vm-82, Execution-Cost=$10.9369, Energy=3937 Ws
      Task ID00373: Sub-Deadline=19692.9 sec, Start=58.8 sec, End=10124.8 sec, Execution=10066.0 sec, VM=vm-21, Execution-Cost=$12.5825, Energy=4530 Ws
      Task ID00374: Sub-Deadline=26180.6 sec, Start=55.9 sec, End=11625.2 sec, Execution=11569.3 sec, VM=vm-43, Execution-Cost=$14.4616, Energy=5206 Ws
      Task ID00375: Sub-Deadline=28262.0 sec, Start=62.1 sec, End=9693.1 sec, Execution=9631.0 sec, VM=vm-36, Execution-Cost=$12.0387, Energy=4334 Ws
      Task ID00376: Sub-Deadline=29096.0 sec, Start=58.9 sec, End=14023.1 sec, Execution=13964.1 sec, VM=vm-31, Execution-Cost=$17.4552, Energy=6284 Ws
      Task ID00377: Sub-Deadline=30875.2 sec, Start=58.1 sec, End=12486.2 sec, Execution=12428.1 sec, VM=vm-24, Execution-Cost=$15.5351, Energy=5593 Ws
      Task ID00378: Sub-Deadline=24809.3 sec, Start=54.0 sec, End=11091.8 sec, Execution=11037.8 sec, VM=vm-38, Execution-Cost=$13.7973, Energy=4967 Ws
      Task ID00379: Sub-Deadline=22195.5 sec, Start=13001.9 sec, End=20705.8 sec, Execution=7703.9 sec, VM=vm-40, Execution-Cost=$9.6298, Energy=3467 Ws
      Task ID00380: Sub-Deadline=43902.1 sec, Start=7605.0 sec, End=30028.7 sec, Execution=22423.7 sec, VM=vm-49, Execution-Cost=$28.0296, Energy=10091 Ws
      Task ID00381: Sub-Deadline=32370.3 sec, Start=22434.1 sec, End=37135.8 sec, Execution=14701.7 sec, VM=vm-19, Execution-Cost=$16.3352, Energy=5881 Ws
      Task ID00382: Sub-Deadline=25021.8 sec, Start=81.2 sec, End=9977.0 sec, Execution=9895.8 sec, VM=vm-20, Execution-Cost=$12.3698, Energy=4453 Ws
      Task ID00383: Sub-Deadline=18779.5 sec, Start=7273.8 sec, End=16008.1 sec, Execution=8734.3 sec, VM=vm-13, Execution-Cost=$10.9179, Energy=3930 Ws
      Task ID00384: Sub-Deadline=32560.6 sec, Start=82.4 sec, End=14556.9 sec, Execution=14474.5 sec, VM=vm-56, Execution-Cost=$9.8507, Energy=3546 Ws
      Task ID00385: Sub-Deadline=40394.8 sec, Start=83.5 sec, End=16044.8 sec, Execution=15961.4 sec, VM=vm-39, Execution-Cost=$19.9517, Energy=7183 Ws
      Task ID00386: Sub-Deadline=23668.8 sec, Start=95.0 sec, End=8690.8 sec, Execution=8595.9 sec, VM=vm-9, Execution-Cost=$10.7448, Energy=3868 Ws
      Task ID00387: Sub-Deadline=36231.7 sec, Start=81.4 sec, End=16788.4 sec, Execution=16707.0 sec, VM=vm-22, Execution-Cost=$20.8838, Energy=7518 Ws
      Task ID00388: Sub-Deadline=29258.7 sec, Start=16014.5 sec, End=25826.6 sec, Execution=9812.1 sec, VM=vm-28, Execution-Cost=$12.2651, Energy=4415 Ws
      Task ID00389: Sub-Deadline=22289.7 sec, Start=64.1 sec, End=5354.8 sec, Execution=5290.7 sec, VM=vm-12, Execution-Cost=$6.6134, Energy=2381 Ws
      Task ID00390: Sub-Deadline=17239.8 sec, Start=65.0 sec, End=8721.4 sec, Execution=8656.4 sec, VM=vm-23, Execution-Cost=$10.8206, Energy=3895 Ws
      Task ID00391: Sub-Deadline=26823.8 sec, Start=8912.2 sec, End=18702.5 sec, Execution=9790.3 sec, VM=vm-63, Execution-Cost=$12.2378, Energy=4406 Ws
      Task ID00392: Sub-Deadline=43893.4 sec, Start=95.5 sec, End=15973.4 sec, Execution=15878.0 sec, VM=vm-60, Execution-Cost=$19.8475, Energy=7145 Ws
      Task ID00393: Sub-Deadline=41022.3 sec, Start=94.6 sec, End=20410.9 sec, Execution=20316.3 sec, VM=vm-59, Execution-Cost=$25.3954, Energy=9142 Ws
      Task ID00394: Sub-Deadline=17999.3 sec, Start=12363.0 sec, End=20142.8 sec, Execution=7779.8 sec, VM=vm-26, Execution-Cost=$9.7248, Energy=3501 Ws
      Task ID00395: Sub-Deadline=24733.0 sec, Start=9911.3 sec, End=21659.6 sec, Execution=11748.3 sec, VM=vm-14, Execution-Cost=$14.6853, Energy=5287 Ws
      Task ID00396: Sub-Deadline=25194.2 sec, Start=94.1 sec, End=12600.1 sec, Execution=12506.0 sec, VM=vm-55, Execution-Cost=$15.6325, Energy=5628 Ws
      Task ID00397: Sub-Deadline=33773.8 sec, Start=103.6 sec, End=11738.2 sec, Execution=11634.5 sec, VM=vm-6, Execution-Cost=$14.5432, Energy=5236 Ws
      Task ID00398: Sub-Deadline=28087.9 sec, Start=62.7 sec, End=12369.3 sec, Execution=12306.6 sec, VM=vm-10, Execution-Cost=$15.3832, Energy=5538 Ws
      Task ID00399: Sub-Deadline=17767.0 sec, Start=8151.2 sec, End=15878.5 sec, Execution=7727.3 sec, VM=vm-53, Execution-Cost=$9.6592, Energy=3477 Ws
      Task ID00400: Sub-Deadline=32002.2 sec, Start=64.8 sec, End=13001.9 sec, Execution=12937.1 sec, VM=vm-40, Execution-Cost=$16.1713, Energy=5822 Ws
      Task ID00401: Sub-Deadline=24777.3 sec, Start=71.0 sec, End=10592.1 sec, Execution=10521.1 sec, VM=vm-41, Execution-Cost=$13.1514, Energy=4735 Ws
      Task ID00402: Sub-Deadline=41666.2 sec, Start=67.8 sec, End=10697.0 sec, Execution=10629.2 sec, VM=vm-32, Execution-Cost=$13.2865, Energy=4783 Ws
      Task ID00403: Sub-Deadline=19566.1 sec, Start=145.0 sec, End=13836.6 sec, Execution=13691.6 sec, VM=vm-66, Execution-Cost=$6.8458, Energy=2464 Ws
      Task ID00404: Sub-Deadline=33372.0 sec, Start=19244.7 sec, End=41818.8 sec, Execution=22574.2 sec, VM=vm-74, Execution-Cost=$11.2871, Energy=4063 Ws
      Task ID00405: Sub-Deadline=26302.3 sec, Start=156.9 sec, End=10450.3 sec, Execution=10293.4 sec, VM=vm-81, Execution-Cost=$12.8667, Energy=4632 Ws
      Task ID00406: Sub-Deadline=32438.6 sec, Start=13836.6 sec, End=34810.1 sec, Execution=20973.4 sec, VM=vm-66, Execution-Cost=$10.4867, Energy=3775 Ws
      Task ID00407: Sub-Deadline=17955.0 sec, Start=138.3 sec, End=9491.3 sec, Execution=9353.1 sec, VM=vm-79, Execution-Cost=$11.6913, Energy=4209 Ws
      Task ID00408: Sub-Deadline=27145.5 sec, Start=11924.8 sec, End=22442.5 sec, Execution=10517.8 sec, VM=vm-65, Execution-Cost=$13.1472, Energy=4733 Ws
      Task ID00409: Sub-Deadline=17805.1 sec, Start=5354.8 sec, End=13455.4 sec, Execution=8100.7 sec, VM=vm-12, Execution-Cost=$10.1258, Energy=3645 Ws
      Task ID00410: Sub-Deadline=27349.2 sec, Start=111.3 sec, End=11924.8 sec, Execution=11813.5 sec, VM=vm-65, Execution-Cost=$14.7669, Energy=5316 Ws
      Task ID00411: Sub-Deadline=23863.7 sec, Start=99.0 sec, End=13474.9 sec, Execution=13375.9 sec, VM=vm-64, Execution-Cost=$16.7199, Energy=6019 Ws
      Task ID00412: Sub-Deadline=25863.1 sec, Start=126.6 sec, End=17640.7 sec, Execution=17514.1 sec, VM=vm-68, Execution-Cost=$8.7570, Energy=3153 Ws
      Task ID00413: Sub-Deadline=18251.0 sec, Start=95.8 sec, End=7637.1 sec, Execution=7541.3 sec, VM=vm-61, Execution-Cost=$9.4266, Energy=3394 Ws
      Task ID00414: Sub-Deadline=24988.4 sec, Start=16044.8 sec, End=28288.6 sec, Execution=12243.7 sec, VM=vm-39, Execution-Cost=$15.3047, Energy=5510 Ws
      Task ID00415: Sub-Deadline=22997.9 sec, Start=69.4 sec, End=10696.4 sec, Execution=10627.0 sec, VM=vm-28, Execution-Cost=$13.2838, Energy=4782 Ws
      Task ID00416: Sub-Deadline=17034.1 sec, Start=92.5 sec, End=8143.1 sec, Execution=8050.6 sec, VM=vm-47, Execution-Cost=$10.0632, Energy=3623 Ws
      Task ID00417: Sub-Deadline=27136.4 sec, Start=10124.8 sec, End=18890.4 sec, Execution=8765.5 sec, VM=vm-21, Execution-Cost=$10.9569, Energy=3944 Ws
      Task ID00418: Sub-Deadline=20041.2 sec, Start=10017.7 sec, End=15665.4 sec, Execution=5647.7 sec, VM=vm-42, Execution-Cost=$7.0597, Energy=2541 Ws
      Task ID00419: Sub-Deadline=18117.8 sec, Start=65.7 sec, End=5980.2 sec, Execution=5914.6 sec, VM=vm-54, Execution-Cost=$7.3932, Energy=2662 Ws
      Task ID00420: Sub-Deadline=19131.0 sec, Start=77.2 sec, End=10453.2 sec, Execution=10376.0 sec, VM=vm-25, Execution-Cost=$12.9700, Energy=4669 Ws
      Task ID00421: Sub-Deadline=35721.4 sec, Start=65.4 sec, End=18502.2 sec, Execution=18436.8 sec, VM=vm-34, Execution-Cost=$23.0460, Energy=8297 Ws
      Task ID00422: Sub-Deadline=23933.4 sec, Start=7926.7 sec, End=21022.1 sec, Execution=13095.5 sec, VM=vm-7, Execution-Cost=$16.3693, Energy=5893 Ws
      Task ID00423: Sub-Deadline=21104.3 sec, Start=60.1 sec, End=8861.7 sec, Execution=8801.6 sec, VM=vm-5, Execution-Cost=$11.0020, Energy=3961 Ws
      Task ID00424: Sub-Deadline=21075.1 sec, Start=72.1 sec, End=7135.1 sec, Execution=7063.0 sec, VM=vm-11, Execution-Cost=$8.8287, Energy=3178 Ws
      Task ID00425: Sub-Deadline=30499.3 sec, Start=64.2 sec, End=16410.0 sec, Execution=16345.9 sec, VM=vm-2, Execution-Cost=$20.4323, Energy=7356 Ws
      Task ID00426: Sub-Deadline=29264.9 sec, Start=61.2 sec, End=8178.1 sec, Execution=8116.8 sec, VM=vm-33, Execution-Cost=$10.1460, Energy=3653 Ws
      Task ID00427: Sub-Deadline=17863.3 sec, Start=10696.4 sec, End=16014.5 sec, Execution=5318.1 sec, VM=vm-28, Execution-Cost=$6.6477, Energy=2393 Ws
      Task ID00428: Sub-Deadline=29742.6 sec, Start=97.4 sec, End=10757.8 sec, Execution=10660.4 sec, VM=vm-4, Execution-Cost=$13.3255, Energy=4797 Ws
      Task ID00429: Sub-Deadline=43893.7 sec, Start=8633.9 sec, End=30106.3 sec, Execution=21472.4 sec, VM=vm-48, Execution-Cost=$26.8406, Energy=9663 Ws
      Task ID00430: Sub-Deadline=25247.5 sec, Start=18502.2 sec, End=25060.2 sec, Execution=6558.0 sec, VM=vm-34, Execution-Cost=$8.1974, Energy=2951 Ws
      Task ID00431: Sub-Deadline=21906.9 sec, Start=77.1 sec, End=6151.0 sec, Execution=6073.9 sec, VM=vm-57, Execution-Cost=$7.5924, Energy=2733 Ws
      Task ID00432: Sub-Deadline=39814.0 sec, Start=25447.2 sec, End=44182.9 sec, Execution=18735.7 sec, VM=vm-50, Execution-Cost=$23.4196, Energy=8431 Ws
      Task ID00433: Sub-Deadline=43894.1 sec, Start=30013.7 sec, End=46594.5 sec, Execution=16580.8 sec, VM=vm-17, Execution-Cost=$20.7260, Energy=7461 Ws
      Task ID00434: Sub-Deadline=29007.5 sec, Start=93.7 sec, End=14800.5 sec, Execution=14706.8 sec, VM=vm-62, Execution-Cost=$18.3835, Energy=6618 Ws
      Task ID00435: Sub-Deadline=23040.5 sec, Start=11738.2 sec, End=20367.8 sec, Execution=8629.6 sec, VM=vm-6, Execution-Cost=$10.7870, Energy=3883 Ws
      Task ID00436: Sub-Deadline=19401.8 sec, Start=7637.1 sec, End=16005.3 sec, Execution=8368.2 sec, VM=vm-61, Execution-Cost=$10.4602, Energy=3766 Ws
      Task ID00437: Sub-Deadline=32173.1 sec, Start=21659.6 sec, End=39350.4 sec, Execution=17690.8 sec, VM=vm-14, Execution-Cost=$22.1135, Energy=7961 Ws
      Task ID00438: Sub-Deadline=22762.0 sec, Start=9809.3 sec, End=17440.9 sec, Execution=7631.6 sec, VM=vm-46, Execution-Cost=$9.5396, Energy=3434 Ws
      Task ID00439: Sub-Deadline=20789.7 sec, Start=62.2 sec, End=9911.3 sec, Execution=9849.1 sec, VM=vm-14, Execution-Cost=$12.3114, Energy=4432 Ws
      Task ID00440: Sub-Deadline=26796.7 sec, Start=71.9 sec, End=8151.2 sec, Execution=8079.4 sec, VM=vm-53, Execution-Cost=$10.0992, Energy=3636 Ws
      Task ID00441: Sub-Deadline=17143.6 sec, Start=83.9 sec, End=8074.2 sec, Execution=7990.3 sec, VM=vm-37, Execution-Cost=$9.9879, Energy=3596 Ws
      Task ID00442: Sub-Deadline=21163.9 sec, Start=8143.1 sec, End=18886.2 sec, Execution=10743.1 sec, VM=vm-47, Execution-Cost=$13.4289, Energy=4834 Ws
      Task ID00443: Sub-Deadline=34297.5 sec, Start=68.9 sec, End=12980.9 sec, Execution=12912.0 sec, VM=vm-52, Execution-Cost=$16.1401, Energy=5810 Ws
      Task ID00444: Sub-Deadline=37162.9 sec, Start=75.7 sec, End=16532.0 sec, Execution=16456.4 sec, VM=vm-51, Execution-Cost=$20.5704, Energy=7405 Ws
      Task ID00445: Sub-Deadline=23890.0 sec, Start=59.2 sec, End=13004.1 sec, Execution=12944.9 sec, VM=vm-1, Execution-Cost=$16.1811, Energy=5825 Ws
      Task ID00446: Sub-Deadline=39091.3 sec, Start=63.9 sec, End=20809.1 sec, Execution=20745.1 sec, VM=vm-35, Execution-Cost=$25.9314, Energy=9335 Ws
      Task ID00447: Sub-Deadline=41231.1 sec, Start=63.8 sec, End=16109.9 sec, Execution=16046.1 sec, VM=vm-45, Execution-Cost=$20.0576, Energy=7221 Ws
      Task ID00448: Sub-Deadline=23221.4 sec, Start=56.8 sec, End=6917.2 sec, Execution=6860.3 sec, VM=vm-8, Execution-Cost=$8.5754, Energy=3087 Ws
      Task ID00449: Sub-Deadline=18112.5 sec, Start=63.1 sec, End=6915.5 sec, Execution=6852.3 sec, VM=vm-44, Execution-Cost=$8.5654, Energy=3084 Ws
      Task ID00450: Sub-Deadline=33194.5 sec, Start=59.4 sec, End=18381.1 sec, Execution=18321.8 sec, VM=vm-18, Execution-Cost=$20.3575, Energy=7329 Ws
      Task ID00451: Sub-Deadline=25926.6 sec, Start=14800.5 sec, End=25396.0 sec, Execution=10595.5 sec, VM=vm-62, Execution-Cost=$13.2443, Energy=4768 Ws
      Task ID00452: Sub-Deadline=23379.7 sec, Start=7684.2 sec, End=16721.4 sec, Execution=9037.3 sec, VM=vm-77, Execution-Cost=$11.2966, Energy=4067 Ws
      Task ID00453: Sub-Deadline=30101.1 sec, Start=139.1 sec, End=20258.6 sec, Execution=20119.5 sec, VM=vm-70, Execution-Cost=$10.0598, Energy=3622 Ws
      Task ID00454: Sub-Deadline=28763.0 sec, Start=139.7 sec, End=19647.9 sec, Execution=19508.2 sec, VM=vm-71, Execution-Cost=$9.7541, Energy=3511 Ws
      Task ID00455: Sub-Deadline=24113.0 sec, Start=125.7 sec, End=19244.7 sec, Execution=19118.9 sec, VM=vm-74, Execution-Cost=$9.5595, Energy=3441 Ws
      Task ID00456: Sub-Deadline=17944.7 sec, Start=8888.6 sec, End=17328.7 sec, Execution=8440.0 sec, VM=vm-82, Execution-Cost=$10.5500, Energy=3798 Ws
      Task ID00457: Sub-Deadline=19475.2 sec, Start=11091.8 sec, End=19740.5 sec, Execution=8648.7 sec, VM=vm-38, Execution-Cost=$10.8109, Energy=3892 Ws
      Task ID00458: Sub-Deadline=19645.7 sec, Start=58.4 sec, End=10017.7 sec, Execution=9959.3 sec, VM=vm-42, Execution-Cost=$12.4492, Energy=4482 Ws
      Task ID00459: Sub-Deadline=20285.6 sec, Start=58.8 sec, End=7813.2 sec, Execution=7754.4 sec, VM=vm-17, Execution-Cost=$9.6931, Energy=3489 Ws
      Task ID00460: Sub-Deadline=16810.8 sec, Start=59.4 sec, End=6946.8 sec, Execution=6887.4 sec, VM=vm-30, Execution-Cost=$8.6092, Energy=3099 Ws
      Task ID00461: Sub-Deadline=20364.0 sec, Start=56.0 sec, End=9290.5 sec, Execution=9234.5 sec, VM=vm-50, Execution-Cost=$11.5432, Energy=4156 Ws
      Task ID00462: Sub-Deadline=30241.8 sec, Start=56.8 sec, End=11192.8 sec, Execution=11136.0 sec, VM=vm-3, Execution-Cost=$13.9200, Energy=5011 Ws
      Task ID00463: Sub-Deadline=34918.9 sec, Start=9290.5 sec, End=25447.2 sec, Execution=16156.7 sec, VM=vm-50, Execution-Cost=$20.1959, Energy=7271 Ws
      Task ID00464: Sub-Deadline=21001.5 sec, Start=86.9 sec, End=6660.8 sec, Execution=6573.9 sec, VM=vm-27, Execution-Cost=$8.2174, Energy=2958 Ws
      Task ID00465: Sub-Deadline=18664.5 sec, Start=81.1 sec, End=7267.5 sec, Execution=7186.4 sec, VM=vm-58, Execution-Cost=$8.9830, Energy=3234 Ws
      Task ID00466: Sub-Deadline=35384.8 sec, Start=8721.4 sec, End=26186.8 sec, Execution=17465.4 sec, VM=vm-23, Execution-Cost=$21.8317, Energy=7859 Ws
      Task ID00467: Sub-Deadline=28710.6 sec, Start=64.5 sec, End=9809.3 sec, Execution=9744.8 sec, VM=vm-46, Execution-Cost=$12.1809, Energy=4385 Ws
      Task ID00468: Sub-Deadline=43399.0 sec, Start=68.8 sec, End=22434.1 sec, Execution=22365.3 sec, VM=vm-19, Execution-Cost=$24.8503, Energy=8946 Ws
